Firm,year,CASH_ASSET,SIZE,MTB,LEV,DIV,CFO,VOL,RD,LIQ,CAPEX,TANG,AGE,SG
GNTX,2017,0.307081385,7.763044268,2.625119555,0.033162504,1,0.266715815,0.004801213,0.055561591,0.092959175,0.083663045,0.486495208,36,0.069060857
GPC,2017,0.02536975,9.426449721,1.847649579,0.261433242,1,0.099612637,0.0267179,0,0.122778136,0.037029398,0.159603141,55,0.063175106
GLT,2017,0.067147756,7.45633612,1.130666058,0.27813577,1,0.077515824,0.010746266,0,0.070242865,0.146909946,1.150307229,55,-0.009010278
GV,2017,0.197902427,4.539372205,1.727976546,0.237653794,0,0.186677632,0.082534971,0,0.18652811,0.162647386,0.847221036,53,-0.12627374
GT,2017,0.065049226,9.74472626,1.184974686,0.335736053,1,0.125175809,0.018810309,0.02640307,-0.003281763,0.123300516,1.027250352,57,0.014447816
GRA,2017,0.05624355,7.974876901,2.546959546,0.531097351,1,0.144031648,0.00534042,0.031168075,0.040213278,0.109012728,0.778293774,57,0.073752033
GGG,2017,0.081861652,7.229262525,6.027202033,0.168657306,1,0.293463988,0.007001464,0.040756904,0.20634786,0.060014284,0.382911895,48,0.109419819
GWW,2017,0.056316626,8.666346376,3.001565447,0.403557115,1,0.244529271,0.008780275,0,0.236456227,0.050335151,0.593471616,51,0.028376069
GTN,2017,0.141802906,8.089745323,1.157051965,0.563480091,0,0.090182121,0.011681323,0,0.022403006,0.043184353,0.220573917,50,0.086481264
GEF,2017,0.044024379,8.080949237,1.583927525,0.299260588,1,0.142096959,0.002765568,0,0.050830678,0.063484206,0.750054141,43,0.094656397
GLF,2017,0.136905002,6.156883642,0.737552479,0.195707218,0,-0.040397919,0.028987665,0,0.013596635,-0.376975362,0.780837156,49,-0.176989791
HAL,2017,0.095913893,10.13002534,2.36900578,0.43619693,1,0.142116803,0.043058971,0.017458778,0.139884393,0.10348814,0.827984852,57,0.297916536
HSC,2017,0.041939336,7.364347501,1.842483523,0.371589646,0,0.176709096,0.009534575,0.002630266,0.032783614,0.138071243,1.170922635,57,0.107384599
HAS,2017,0.303530276,8.573570311,2.79231266,0.349446492,1,0.185670729,0.004174611,0.051637477,0.146798014,0.038277439,0.128877919,50,0.037841979
AMOT,2017,0.082959951,5.236026983,2.19513644,0.282856717,1,0.155846575,0.000775181,0.069607796,0.200977001,0.09978076,0.392104171,43,0.024884808
HVT,2017,0.189899183,6.134111454,1.404247294,0.118334204,1,0.157137314,0.00244615,0,0.072393021,0.072226112,1.178072482,43,-0.002157459
HCSG,2017,0.122452119,6.516197514,6.135471174,0.052340004,1,0.2008497,0.025571887,0,0.385294148,0.01608129,0.053260119,34,0.194200025
STRL,2017,0.188977721,6.138370476,1.645496592,0.194557283,0,0.126357118,0.040311115,0,0.0187374,0.018653221,0.330273388,54,0.388097484
HL,2017,0.092967864,7.768515119,1.042658585,0.217352789,1,0.085840884,0.011728823,0.005670027,-0.004934551,0.092975898,1.257567051,57,-0.105551918
KHC,2017,0.014713221,10.91680745,1.239166279,0.2622929,1,0.069157961,0.001442906,0.003545288,-0.038550469,0.014405483,0.076635172,57,-0.009627364
HP,2017,0.092904676,8.770281956,1.443412559,0.07653772,1,0.061424804,0.016753331,0.006675196,0.045431296,0.152305874,1.379340148,57,0.111134986
HMENF,2017,0.027980436,3.89324785,1.042556552,0.355920114,0,0.00193601,0.011687999,0,-0.05386183,0.256551865,1.628306501,33,0.21384671
HSY,2017,0.068454764,8.622224333,5.14487393,0.525859576,1,0.320706855,0.024729513,0.006100785,-0.081893129,0.020487147,0.803194648,57,0.010113329
HXL,2017,0.021611708,7.930529895,2.455161998,0.29123665,1,0.167248013,0.015288664,0.025034207,0.1202848,0.169010033,0.986694955,49,-0.015466746
HICKA,2017,0.036014175,3.25663393,1.786480626,0.433633772,0,0.130999153,0.126210517,0.033421506,0.33356444,0.121254141,0.289076342,43,2.583659344
HRC,2017,0.051184667,8.418190202,1.925047378,0.509925586,1,0.121624307,0.000332691,0.048729817,0.060878398,0.050478062,0.216309316,46,0.033330823
HLT,2017,0.04682695,9.5685741,2.626868959,0.461420185,1,0.120841487,0.012096061,0,-0.062342745,-0.376975362,0.056122449,57,-0.218039955
HFC,2017,0.05899251,9.27726548,1.347545383,0.233722129,1,0.128724857,0.022285614,0,0.094402026,0.129335025,0.61014731,57,0.352667502
HD,2017,0.080733904,10.70389594,5.896174179,0.60697523,1,0.35942817,0.014139367,0,-0.019223427,0.062857913,0.930045588,37,0.066694857
HNI,2017,0.018226438,7.238173513,1.8322344,0.198805648,1,0.14518271,0.026785077,0.014635904,-0.018817865,0.073916855,0.66910208,52,-0.012528767
HRL,2017,0.063665117,8.850217777,3.048972314,0.035837629,1,0.196682066,0.018348069,0.003730562,0.075142763,0.020121682,0.39804209,57,-0.037351321
HUBB,2017,0.104687416,8.221640225,2.557149352,0.28361017,1,0.169891953,0.00096906,0,0.136671505,0.033973015,0.312261463,57,0.046673514
HBAYF,2017,0.005721759,9.41197424,1.022363342,0.289357528,1,0.02231486,0.014101209,0,0.059833252,0.079450711,0.556154978,57,-0.007333103
JBHT,2017,0.003272309,8.404102654,3.414161791,0.243127469,1,0.232093169,0.034005136,0,0.090087471,0.1780526,1.045934819,35,0.096729916
HURC,2017,0.235427577,5.640647413,1.273980365,0.005350707,1,0.087056401,0.004350785,0.017236639,0.387789593,0.020483232,0.13260665,37,0.072058041
HBP,2017,0.001220008,5.504924949,1.428450386,0.418869459,0,0.020333469,0.078598044,0,0.467669784,0.051240342,0.349328996,39,0.055049727
IEC,2017,0,3.959803136,1.525914542,0.392529601,0,0.068164051,0.082394669,0,0.32783572,0.214063721,1.065513757,43,-0.240571609
ITT,2017,0.105345657,8.216142151,1.840801578,0.046456948,1,0.111534512,0.002024875,0.036243376,0.051213448,0.069969191,0.398600076,57,0.074790056
ITW,2017,0.184386174,9.72794298,4.122424017,0.496305125,1,0.230095352,0.001689528,0.015718877,0.067401669,0.050059595,0.307568534,55,0.052577395
TLGT,2017,0.140494563,5.246950385,1.78473677,0.636767972,0,-0.037071153,0.05265268,0.284783869,0.072336909,0.255345131,0.403829756,37,0.005532214
IMO,2017,0.028725271,10.63587948,1.196500653,0.12516526,1,0.060887959,0.011954764,0.005609792,0.001826879,0.034494363,1.268671426,57,0.17321253
IR,2017,0.085256943,9.807708763,1.831479809,0.223624768,1,0.112758828,0.000332691,0.01484758,-0.014213159,0.035541151,0.201630964,57,0.050981205
AEGN,2017,0.097151203,7.00949836,1.299239806,0.311440079,0,0.104380006,0.008326578,0.003090465,0.196761085,0.002163312,0.284727021,36,0.112199653
GFF,2017,0.027238795,7.535585502,1.29879202,0.522624271,1,0.067530948,0.023516727,0.01160658,0.360823169,-0.196763241,0.307960701,53,-0.220811676
INTC,2017,0.113607413,10.91680745,2.195408644,0.217251256,1,0.215961184,0.008967654,0.208696483,-0.015602561,0.149445432,0.814570504,46,0.056813781
INRD,2017,0.122268073,1.878395776,3.407447654,0.423506037,0,-0.019715727,0.008691631,0,0.34525447,0.074125019,2.032131477,35,0.009419474
TILE,2017,0.108714714,6.685361447,2.466437547,0.287194604,1,0.184040719,0.01616276,0.014049976,0.208823382,0.077871596,0.649465401,35,0.039458929
IBM,2017,0.100354191,10.91680745,1.988278999,0.373528192,1,0.123280896,0.011480286,0.073124502,-0.001659274,0.053758895,0.257913462,57,-0.009772272
IFF,2017,0.080028685,8.433578077,3.253547822,0.356420608,1,0.165751091,0.009801402,0.084157002,0.165197266,0.063838166,0.4546181,57,0.090608885
IP,2017,0.030026841,10.43125879,1.513341048,0.329085922,1,0.107070171,0.005222026,0.001287771,0.063622688,-0.012712739,1.010589033,57,0.031500546
ISCA,2017,0.116249855,7.69992936,1.129673892,0.117501558,1,0.09757349,0.000332691,0,-0.007551427,0.10425905,1.136745808,43,0.018687151
IPG,2017,0.062299137,9.448979248,1.435149663,0.108111727,1,0.089065158,0.000781363,0,-0.079163778,0.020488058,0.132853362,46,0.004562486
IVC,2017,0.165593373,6.971699561,1.121956309,0.228365351,1,-0.012132833,0.005329817,0.018412887,0.058461605,0.021929903,0.380829674,34,-0.077306931
AXE,2017,0.027279996,8.355191775,1.258438455,0.293471615,0,0.090635436,0.001291154,0,0.321480645,0.022999859,0.088636471,49,0.03995907
JEC,2017,0.104886301,8.906645306,1.47586718,0.032255189,1,0.089716929,0.000369171,0,0.040076907,0.027722112,0.132737125,46,-0.084260286
EME,2017,0.118355865,8.285489103,1.790102206,0.078204112,1,0.120643112,0.013773597,0,0.041395102,0.026040973,0.103147983,43,0.017940087
JNJ,2017,0.11631056,10.91680745,3.000231356,0.219836875,1,0.162037596,0.010430712,0.143387835,-0.036521872,0.059344068,0.263605907,57,0.063430241
JCI,2017,0.006610901,10.85676574,1.287528472,0.261583532,1,0.085170766,0.022875708,0.011931592,0.001831008,-0.078540591,0.196842957,57,-0.199129373
KLAC,2017,0.545308326,8.618335965,3.739025298,0.529711743,1,0.242640279,0.022271338,0.151398816,0.01485203,0.018253587,0.169395462,37,0.166031885
PNRG,2017,0.034194477,5.508436467,1.066437704,0.206013819,0,0.148404352,0.076064323,0,-0.117427512,0.381561405,2.032131477,44,0.571887069
KAMN,2017,0.025355697,7.283071784,1.687744151,0.279800364,1,0.111275398,0.004285686,0.00454065,0.319258897,0.053231573,0.300980726,49,-0.001364207
KSU,2017,0.014578147,9.126817449,1.684743838,0.284757629,1,0.135073434,0.005654449,0,-0.046278278,0.071716656,0.87602596,54,0.10654614
K,2017,0.017186544,9.701983176,2.301656999,0.527094801,1,0.164831804,0.010939233,0.011452449,-0.105443425,0.061039755,0.572844037,57,-0.004621428
KELYA,2017,0.013665798,7.774099178,0.956129846,0.004288958,1,0.045580691,0.000607426,0,0.178958876,0.018711631,0.122697839,49,0.018496058
KMT,2017,0.078919195,7.789659928,2.195488898,0.288104803,1,0.12288532,0.014853491,0.018461228,0.191179783,0.070454681,0.798087846,57,-0.019094221
KTCC,2017,0.001601958,5.450351522,0.814529823,0.184457138,0,0.072049476,0.001259417,0.013666184,0.429767222,0.051511768,0.375614156,35,-0.035400493
KBAL,2017,0.314154398,5.748586929,2.657863374,0.012631196,1,0.224123259,0.014359253,0.01044879,-0.051299295,0.031149302,0.837847055,42,0.054844734
KEX,2017,0.003920485,8.542359253,1.170924949,0.193548538,0,0.079854087,0.016856046,0,0.089064944,0.04580582,0.850501041,41,0.250608102
KR,2017,0.040540904,10.52398339,1.455695352,0.419092938,1,0.157727774,0.002501607,0,-0.12334328,0.096217437,1.12189155,57,0.063509542
KUBTY,2017,0.087553313,10.13956687,1.499447395,0.293132948,1,0.085908884,0.001293183,0.027467308,0.156479271,0.039265175,0.322097594,44,0.137219432
KLIC,2017,0.519969567,7.065704734,1.673050366,0.013725475,0,0.14248143,0.043733017,0.123854044,0.129331479,0.037087132,0.141589966,53,0.289941517
LYTS,2017,0.011839645,5.547830173,1.057945769,0.193618513,1,0.060448808,0.03355695,0.017200174,0.228553062,0.011695496,0.485043634,33,0.028541633
LXU,2017,0.028270694,7.081020955,0.84485675,0.35148867,1,0.033276656,0.029777904,0,0.017512038,0.003501567,1.077687856,48,0.141273676
XCRA,2017,0.366436927,6.083617475,1.497236106,0.04862145,0,0.086360869,0.046095068,0.157864836,0.219277586,0.002204677,0.183334739,36,0.20531699
LRCX,2017,0.498332022,9.402840369,2.893206839,0.222178109,1,0.184913013,0.048970193,0.128998131,0.012474134,0.03204335,0.119021939,34,0.361496038
LNCE,2017,0.00529221,8.193769807,1.801010973,0.296968746,1,0.073920975,0.000948625,0.002784218,0.045479733,0.040744685,0.263069194,54,0.055759764
LAWS,2017,0.027356596,5.250528451,1.663397442,0.115835462,0,0.062910729,0.009319227,0,0.174408786,0.030697499,0.445483487,47,0.106062414
LEG,2017,0.148163794,8.174928209,2.437813169,0.355610003,1,0.157598288,0.028176917,0.006339064,0.074405768,0.073870677,0.528669596,54,0.051708046
LLY,2017,0.178610969,10.71399546,2.713867537,0.30339699,1,0.142735822,0.004803077,0.279581834,-0.074873836,0.061359241,0.40219426,57,0.077711442
LECO,2017,0.210187459,7.785948219,3.111648158,0.293477335,1,0.178885349,0.014569235,0.018251194,0.140882351,0.101341881,0.52557087,43,0.153791808
LBLCF,2017,0.066769213,10.46612734,1.384797381,0.367430069,1,0.101350197,0.003776287,0,0.008232211,0.069218937,0.59032644,56,0.006834106
RRC,2017,3.82E-05,9.36980613,0.868598162,0.350316455,1,0.101261156,0.073751427,0,-0.027853306,0.147208237,1.136584084,37,1.373984457
LPX,2017,0.379007556,7.803230871,1.898700821,0.153522565,0,0.270165407,0.077617423,0,0.06595875,0.122850725,1.078946294,45,0.224097788
LOW,2017,0.019551727,10.47138325,3.019415715,0.481567538,1,0.226771698,0.000734903,0,-0.000396702,0.041625344,1.046725794,56,0.055400895
LUB,2017,0.004839771,5.422555081,0.703411067,0.136039071,0,0.007515776,0.044921034,0,-0.125785469,0.061252247,1.402199976,44,-0.066084011
LDL,2017,0.106753603,6.329490933,1.939184322,0.137625229,0,0.17068809,0.009030308,0.015463098,0.198822902,0.112487542,0.708098654,50,0.232132902
MTSC,2017,0.091395924,7.081449729,1.441236051,0.38467015,1,0.09682422,0.015828753,0.044417511,0.085002673,0.039066414,0.220708385,51,0.211964371
PALDF,2017,0.018580516,6.392586906,0.974445012,0.14328758,0,0.13592233,0.095357622,0,-0.059424171,0.179779043,1.170739873,49,0.632115039
MGA,2017,0.033040602,10.14222882,1.356926327,0.140274879,1,0.158311346,0.004654702,0.013403174,0.047729689,0.13397393,0.660575749,50,0.068623954
MTW,2017,0.074138574,7.382622064,1.441708645,0.170978977,0,0.041920637,0.021163421,0.023967622,0.141186715,-0.017290708,0.4496206,45,-0.019713595
MRO,2017,0.025576958,9.999343038,1.121865346,0.249591132,1,0.095084499,0.040127694,0,0.001590042,-0.276440124,1.782164274,57,0.084842471
MCS,2017,0.020384222,6.925395767,1.311243696,0.331776376,1,0.125415972,0.000332691,0,-0.101895565,0.159184002,1.332929848,44,0.144981098
MAT,2017,0.172993585,8.738495529,1.646018604,0.50061994,1,0.01554732,0.078170108,0.04573548,0.065490711,0.057633859,0.439367746,57,-0.097440554
MXWL,2017,0.244046373,5.324857053,1.526689681,0.171181085,0,-0.0921175,0.003774807,0.140763071,0.089220417,0.100613987,0.513484826,36,0.075253208
MKC,2017,0.017986096,9.248194768,2.038948372,0.484035895,1,0.087003409,0.054721255,0.013673693,-0.049789135,0.033863544,0.179658765,54,0.095795081
MDR,2017,0.126656779,8.078012032,1.033582906,0.166617124,0,0.131687777,0.027832673,0.00165708,0.099020113,0.048996841,0.822598532,57,0.132316862
SPGI,2017,0.296127321,9.151121012,5.484432891,0.37867374,1,0.311830239,0.015273991,0,-0.178355438,0.02132626,0.08795756,57,0.071012189
PSSR,2017,0.015444232,2.879535479,1.657819836,0.21341121,0,0.086263057,0.098611278,0.056448706,-0.194934292,0.214871392,1.491014265,44,-0.068560301
CVS,2017,0.019142025,10.91680745,1.376575459,0.283840178,1,0.131639529,0.004372103,0,-0.013034657,0.041700392,0.255332121,57,0.040777126
MRK,2017,0.096708849,10.91680745,2.336061057,0.277790422,1,0.17124909,0.007593403,0.254424007,-0.026697924,0.066494446,0.330492079,57,0.007913181
MDP,2017,0.008164864,7.911918783,1.713170866,0.255799794,1,0.127822414,0.005302654,0,0.008534512,0.026881368,0.20132304,57,0.038634771
EVI,2017,0.01272425,4.045416889,7.764610134,0.077798197,1,0.113503107,0.118212647,0,0.033132056,0.034024678,0.039380415,37,1.609340293
MU,2017,0.153611048,10.47265755,1.767048902,0.315089427,0,0.278894046,0.114737755,0.089754945,0.047968078,0.333767263,1.175373557,34,0.639003145
MSCC,2017,0.033517615,8.371728016,1.928175383,0.415604543,0,0.12393884,0.030548274,0.188541782,0.046864519,0.071407092,0.144664708,38,0.094743202
MFCO,2017,0.364827963,0.604862266,1.186783179,0.174221737,0,-0.093937739,0.088313809,0.107672045,0.263244129,0.074822501,2.032131477,34,-0.143300423
MSA,2017,0.081814977,7.429417573,2.406088795,0.281638579,1,0.139002485,0.011108477,0.04182873,0.115842229,0.039368457,0.305708127,54,0.041128983
MMM,2017,0.10869508,10.54499927,4.381547558,0.368784058,1,0.233685208,0.021646728,0.058438892,0.064785321,0.077895069,0.655855951,57,0.051413199
MCEM,2017,0.077412596,5.319501392,1.500416091,0.013917036,1,0.204222594,0.015664716,0,0.176936783,0.134187055,1.570853036,43,0.017236371
QDEL,2017,0.038584294,6.840814942,2.358143429,0.428029481,0,0.07231,0.017096881,0.121133566,0.178342498,0.057365349,0.154247362,36,0.449575424
MOG.A,2017,0.119094659,8.036117937,1.61264947,0.309661385,0,0.103739348,0.001671502,0.05791576,0.203498877,0.043957274,0.418738869,57,0.035484758
MUR,2017,0.097859616,9.196336981,1.074861068,0.295754909,1,0.132028968,0.038625256,0,-0.043362186,0.064786305,2.032131477,57,0.159219706
MYE,2017,0.031406802,5.874767796,2.407307932,0.424327559,1,0.169294436,0.003229035,0,0.11288356,-0.104885066,0.922692461,46,-0.019745118
MYL,2017,0.013419426,10.48587913,1.247766403,0.409453085,0,0.100599615,0.003114265,0.072045819,0.009704996,0.051518867,0.111773626,43,0.075002934
NCR,2017,0.070159394,8.942983666,1.447841651,0.390776065,1,0.137967076,0.008812006,0.039287907,0.052782859,0.060360596,0.119937288,57,-0.004126547
NL,2017,0.184342006,6.312852152,1.650573497,0.000906428,0,0.007352941,0.000903322,0,0.017035401,0.009521116,0.175275917,57,0.028598972
NSSC,2017,0.048742627,4.260734324,2.524156106,0.049391776,0,0.109212272,0.00716649,0.076945087,0.526996133,0.038963055,0.594267732,35,0.058911929
NHC,2017,0.205751619,6.999902279,1.204538041,0.11559051,1,0.092703684,0.001752837,0,-0.046844306,0.062251146,0.874350449,35,0.043553146
GPX,2017,0.06468917,5.899916531,1.549303438,0.179985589,0,0.098329621,0.015659079,0,0.071705474,0.021953004,0.058809831,50,0.040665853
HLNFF,2017,0.005218631,7.035713043,1.139448925,0.429436738,1,0.074042789,0.029364726,0,0.216976608,0.025170149,0.207917255,56,0.027698246
NATR,2017,0.219831451,5.273999059,1.508176183,0.070119624,1,0.051338405,0.014768044,0.009940678,0.030441354,0.06218397,0.65974026,39,0.002550131
NUVR,2017,0.016402493,4.721173862,1.204685663,0.243446126,1,0.170195904,0.026505714,0,-0.032537845,0.140543188,1.387577916,41,0.107989319
NYT,2017,0.234072141,7.649587856,2.001813285,0.119159626,1,0.118764347,0.017275528,0,-0.074987856,0.070355942,0.755479145,57,0.077344404
NWL,2017,0.014657995,10.40836049,1.025591284,0.318462072,1,0.072674322,0.002514288,0.015194476,0.038493459,0.032086433,0.109948545,45,0.111444511
NEM,2017,0.161552303,9.931248623,1.456759675,0.197685163,1,0.133005884,0.045566267,0,0.016972232,0.130185284,1.278218159,56,0.09491879
NR,2017,0.072514501,6.805407997,1.243357822,0.177769088,0,0.079186588,0.067497613,0,0.311463406,0.08875992,0.640735292,57,0.585937102
NBL,2017,0.033199851,9.974691312,1.202147413,0.316958465,1,0.103743714,0.044583608,0,-0.011594338,0.065561557,1.422844105,45,0.197993508
NDSN,2017,0.026470045,8.13579777,3.136154544,0.467849393,1,0.166723238,0.01916241,0.025380966,0.044000962,0.056277582,0.22195412,43,0.142614072
JWN,2017,0.145532964,9.00146948,1.85464695,0.337276648,1,0.198151571,0.006112267,0,-0.119162046,0.149969193,1.237707948,46,0.048858169
NSC,2017,0.019321778,10.48321404,1.694893711,0.283274061,1,0.125731567,0.005816747,0,-0.030410798,0.050572653,1.182800818,54,0.067050971
NC,2017,0.26081242,5.964997361,1.098907976,0.14926377,1,-0.04662022,0.045517283,0,0.054965704,-0.131394525,0.53323048,57,-0.655799623
MOV,2017,0.333524435,6.469839291,1.415675416,0.038736868,1,0.119906102,0.005575129,0,0.257296476,0.007600174,0.182728005,37,0.027500579
NOC,2017,0.321476645,10.4607291,2.328313837,0.437208237,1,0.108084887,0.024307692,0.024764562,-0.052725034,0.038577197,0.266088152,57,0.052839889
TEX,2017,0.180938628,8.14974615,1.763969386,0.284418773,1,0.080259928,0.028209901,0.018563506,0.208231047,0.023220217,0.213227437,49,-0.017937926
NVO,2017,0.184182533,9.712734349,8.450119352,0.016550219,1,0.35942817,0.014064305,0.125465561,-0.056939092,0.161501217,0.631732714,38,0.136858345
NUE,2017,0.063069739,9.670373081,1.724527877,0.239569042,1,0.166112881,0.018232006,0,0.189413745,0.080866305,0.870509842,57,0.249521259
OXY,2017,0.041046019,10.64604375,1.851511786,0.233855232,1,0.11183553,0.03385724,0,-0.020344549,0.070313615,1.671489078,57,0.239643211
